appid,name,developer,publisher,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
1279320,湛蓝星球-迷失·赛博之城,南京沐色文化创意发展有限公司,南京沐色文化创意发展有限公司,26,5,0,"50,000 .. 100,000",0,0,0,0,399,399,0,0,Simplified Chinese,"Adventure, Casual, Indie, Simulation, Strategy","Indie, Casual, Simulation, Strategy, Adventure, Cyberpunk"
448980,The Divergent Series: Allegiant VR,"Wevr Inc, Big Red Button Entertainment",Summit Entertainment LLC,68,36,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Adventure, Casual, Free to Play","Free to Play, Adventure, Casual, VR"
873910,Rail World,Independent Arts Software,upjers,34,69,0,"50,000 .. 100,000",8,0,9,0,0,0,0,0,"English, German","Casual, Free to Play, Simulation, Strategy","Free to Play, Simulation, Casual, City Builder, Building, Strategy, Trains, Resource Management, Singleplayer, Clicker, Management, Relaxing, Economy, Crafting, Open World, Time Management, First-Person, Moddable, MOBA"
1590010,Re-Spawn Tournament,Gobbo Games,Gobbo Games,4,0,0,"50,000 .. 100,000",0,0,0,0,799,799,0,0,English,"Action, Indie, Early Access","Arena Shooter, MOBA, Shooter, First-Person, Third Person, Action, Adventure, 3D, Realistic, PvP, Character Customization, Combat, FPS, Cyberpunk, Futuristic, Co-op, Multiplayer, Online Co-Op, Singleplayer, Early Access"
1354540,Arcaxer,Overrun Games,Well Played Studios,17,2,0,"50,000 .. 100,000",0,0,0,0,2499,2499,0,0,"English, Simplified Chinese, Japanese","Action, Indie, RPG","Procedural Generation, VR, RPG, Action RPG, Dungeon Crawler, Singleplayer, Rogue-lite, JRPG, First-Person, Third Person, Turn-Based Combat, Indie, Action, Adventure, Sci-fi, Retro, Class-Based, Combat, Story Rich, Cyberpunk, VR Only"
941120,Optimum Link,Protoria Studios,Protoria Studios,77,43,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Casual, Free to Play, Indie, Simulation","Free to Play, Indie, Casual, Simulation, Funny, Abstract, Great Soundtrack, Sandbox"
1175250,Finders Reapers,MOSQUITO COCKTAIL LTD,MOSQUITO COCKTAIL LTD,14,0,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0,"English, French, German, Spanish - Spain, Portuguese - Portugal, Russian, Portuguese - Brazil, Simplified Chinese","Action, Casual, Indie, Strategy","FPS, Shoot 'Em Up, Third-Person Shooter, Shooter, Survival, Experimental, Character Customization, Third Person, 3D, First-Person, Funny, Tactical, Team-Based, Dark Comedy, Dark Humor, Strategy, Action, Colorful, Cartoony, Stylized"
1344340,GALSAD - Galactic Salvage and Disposal,Steve Wynn,Wyvern Werks,2,0,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,Action,"Flight, FPS, Casual, Mining, Space Sim, Arcade, First-Person, Action, Realistic, Space, Sci-fi, Cinematic, Destruction, Singleplayer"
485360,Disgraced,Corrosive Studios LLC,Corrosive Studios LLC,69,13,0,"50,000 .. 100,000",0,0,0,0,499,999,50,0,English,"Action, Adventure, Indie, RPG, Simulation, Strategy","Choose Your Own Adventure, Open World, Exploration, Tactical RPG, Martial Arts, Party-Based RPG, Action RPG, JRPG, Action-Adventure, Character Customization, Base-Building, RPG, Strategy, 2D, Historical, Economy, Management, Medieval, Ninja, Survival"
880830,Cavesweeper,bankbank,Wainstop James,13,2,0,"50,000 .. 100,000",0,0,0,0,250,500,50,0,"English, Simplified Chinese","Adventure, Casual, Indie, Strategy","Rogue-lite, Rogue-like, Board Game, Loot, Inventory Management, Perma Death, Puzzle, Strategy, Indie, Adventure, 2D, Pixel Graphics, Dark Comedy, Singleplayer, Casual"
423760,Hit Tank PRO,Bacq Stellan,OtakuMaker.com,75,46,0,"50,000 .. 100,000",169,0,195,0,299,299,0,0,English,"Action, Adventure, Casual, Indie, Strategy","Casual, Action, Indie, Strategy, Adventure, 2D, Tanks, Shooter, Shoot 'Em Up, War, Arcade, Retro, Funny, World War II, Singleplayer, Level Editor, Action-Adventure, Atmospheric, Stylized, Wargame"
1995210,Dark Slime,DarkNEU,Gales Corp. ,10,1,0,"50,000 .. 100,000",0,0,0,0,109,1099,90,0,English,"Adventure, Indie","Adventure, Puzzle, Difficult, 2D, Atmospheric, Singleplayer, Indie"
1452950,Seditionis: Tower Defense,"Dragonflare Studios, Dragonfire Studios",Dragonflare Studios,8,6,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Casual, Free to Play, Strategy","Casual, Strategy, Tower Defense, Auto Battler, Grand Strategy, Time Management, Wargame, 2.5D, 2D, 3D, Isometric, Minimalist, Third Person, Top-Down, Management, Alternate History, America, Fantasy, Futuristic, Military"
1371810,Bamerang: Warm-Up Duel,Lululu Entertainment,Lululu Entertainment,41,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Casual, Free to Play, Indie","4 Player Local, Action, Pixel Graphics, Funny, Casual, 2D Fighter, Local Multiplayer, Top-Down Shooter, Retro, Fighting, Top-Down, Arcade, Arena Shooter, 2D, Colorful, Minimalist, Aliens, Family Friendly, Space, Surreal"
1340850,韦弗利山 - Waverly Hills,Gocci Studio,Gocci Studio,7,3,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"English, Simplified Chinese","Adventure, Indie, RPG, Strategy","Adventure, RPG, Strategy, Puzzle, Hidden Object, Walking Simulator, Strategy RPG, Dungeon Crawler, Survival Horror, Time Management, Psychedelic, First-Person, Realistic, 3D, Stylized, Colorful, 3D Vision, Survival, Fantasy, Surreal"
396530,Fireflies,Phanom Games,Phanom Games,20,37,0,"50,000 .. 100,000",630,0,638,0,199,199,0,0,English,"Adventure, Indie","Adventure, Indie, Horror, Puzzle"
1388310,Tumbled,Phantom Projekts,Phantom Projekts,2,1,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,"Casual, Indie","Casual, Indie, Puzzle, 2.5D, Isometric, Relaxing, Physics, Singleplayer"
1299720,Les Manley in: Search for the King,Accolade Inc.,Ziggurat,2,0,0,"50,000 .. 100,000",0,0,0,0,419,699,40,0,English,Adventure,"Adventure, Cartoony, Text-Based, Mystery, Nudity, Comedy, Singleplayer"
229790,Might & Magic: Heroes VI - Shades of Darkness,Virtuos,Ubisoft,4,1,0,"50,000 .. 100,000",0,0,0,0,374,1499,75,0,"English, Czech, French, German, Hungarian, Italian, Polish, Russian, Spanish - Spain, Korean","RPG, Strategy","Strategy, RPG, Turn-Based Strategy, Turn-Based, Fantasy"
1377160,Enlightened Sentinel,Shieldom Studio,Shieldom Studio,2,0,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,"English, Russian","Action, Adventure, Indie, RPG, Early Access","Early Access, Action, RPG, Spectacle fighter, Exploration, Open World, Lore-Rich, Atmospheric, Story Rich, Fantasy, Action RPG, Action-Adventure, Metroidvania, Hand-drawn, Magic, Choose Your Own Adventure, Mythology, Medieval, Colorful, Stylized"
461380,A Princess' Tale,Warfare Studios,Warfare Studios,32,19,0,"50,000 .. 100,000",76,0,76,0,49,499,90,0,English,"Adventure, Casual, Indie, RPG","Adventure, Casual, RPG, Indie, RPGMaker"
838530,Ball Escape,M. Wenzel,M. Wenzel,3,1,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,"Adventure, Casual, Strategy","Strategy, Adventure, Casual"
936210,The Prometheus Secret Noohra,Paul Miell,Paul Miell,3,1,0,"50,000 .. 100,000",0,0,0,0,159,799,80,0,English,Indie,"Puzzle-Platformer, Platformer, Card Game, Card Battler, Physics, 2D Platformer, Trading Card Game, Precision Platformer, Board Game, Singleplayer, Puzzle, Indie, 2D, 2.5D, Magic"
762630,Dark Wish,Team Jungle,Team Jungle,4,2,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,"Adventure, Indie","Adventure, Indie, RPG"
2570,Vigil: Blood Bitterness,Freegamer,HeR Interactive,30,114,0,"50,000 .. 100,000",8,0,8,0,0,0,0,0,English,"Indie, RPG","Indie, RPG, Puzzle, Singleplayer, Adventure"
463250,One Tower,SkyReacher Entertainment,SkyReacher Entertainment,44,50,0,"50,000 .. 100,000",5,0,5,0,0,0,0,0,English,"Free to Play, Strategy, Early Access","Early Access, Free to Play, Strategy, MOBA, PvP, Real-Time, Indie, RTS, e-sports, Multiplayer, Casual"
502910,The Return Home Remastered,AL-GAME,Displacement Studios,55,77,0,"50,000 .. 100,000",226,0,228,0,99,99,0,0,English,"Action, Adventure, Casual, Indie","Action, Indie, Adventure, Casual, FPS"
363960,Devils & Demons,HandyGames,HandyGames,42,61,0,"50,000 .. 100,000",0,0,0,0,99,999,90,0,"English, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese","RPG, Strategy","Strategy, RPG, Hex Grid, Turn-Based, Turn-Based Combat"
1248810,离校日 The School Leaving Day,Dracul Aurion,Aurion Entertainment,6,0,0,"50,000 .. 100,000",0,0,0,0,599,599,0,0,"English, Not supported, Simplified Chinese","Action, Adventure, Indie, RPG","Action, Adventure, RPG, Indie, Puzzle, FPS, Thriller, Action RPG, Metroidvania, 3D, Cartoony, First-Person, Third Person, Stylized, Zombies, Story Rich, Gothic, Psychological Horror, Mystery, Singleplayer"
738080,Creatio Ex Nihilo: Aition,Shoho Games,Shoho Games,4,11,0,"50,000 .. 100,000",0,0,0,0,49,99,51,0,"English, Spanish - Spain, Portuguese - Brazil","Adventure, Indie, RPG","Story Rich, Mythology, Party-Based RPG, Visual Novel, Turn-Based Combat, RPG, 2D, 3D, Space, Linear, Pixel Graphics, Dark Fantasy, Fantasy, Nudity, Atmospheric, Sexual Content, Adventure, Dark, Retro, NSFW"
1863250,Life of Pepe,Wolvik Studios,Wolvik Studios,11,1,0,"50,000 .. 100,000",0,0,0,0,719,799,10,0,English,"Adventure, RPG","Co-op Campaign, Survival, Exploration, Open World, Adventure, Nonlinear, Split Screen, 2D, Local Multiplayer, Crafting, Mining, Family Friendly, RPG, Sandbox, Agriculture, Base-Building, Colorful, Singleplayer, Minimalist, Pixel Graphics"
36910,All Aspect Warfare,3000AD,3000AD,3,10,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,English,"Action, Casual, Indie, Simulation","FPS, Sci-fi, Flight, Sandbox, Casual, Robots, Artificial Intelligence, Shooter, Third Person, First-Person, Open World, Action, Simulation, Futuristic, Combat, Co-op, Multiplayer, Singleplayer, Local Multiplayer, Online Co-Op"
1327430,Pinku Kult Hex Mortis,"Pinku Kult, Valorware",Valorware,27,0,0,"50,000 .. 100,000",0,0,0,0,699,999,30,0,English,"Adventure, Indie, RPG","RPG, 2D, Exploration, Party-Based RPG, Gothic, Puzzle, Interactive Fiction, Demons, Character Customization, Anime, Dark Fantasy, Horror, Story Rich, Supernatural, Turn-Based Combat, Stylized, Magic, Thriller, Dungeon Crawler, Drama"
1438710,Modern Arena,Indie,Indie,1,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Adventure, Free to Play, Indie, RPG, Strategy","RPG, Action, Adventure, MOBA, Battle Royale, Action RPG, Action-Adventure, 3D Platformer, CRPG, Third Person, Top-Down, Sci-fi, Magic, Mystery, Fantasy, Modern, PvP, Combat, Hack and Slash, Multiplayer"
1373170,Slimesphere,Matheus Reis,Matheus Reis,8,0,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0,English,"Indie, Strategy","Turn-Based Tactics, Level Editor, Isometric, Strategy, Cute, Colorful, Pixel Graphics, 2D Fighter, PvE, Turn-Based Strategy, 2D, Funny, Turn-Based Combat, Cartoony, Minimalist, Fantasy, Tactical, Combat, Grid-Based Movement, Singleplayer"
296180,Iron Storm,Microids,Microids,82,51,0,"50,000 .. 100,000",0,0,0,0,59,299,80,0,"English, French, Italian, German, Spanish - Spain, Japanese","Action, Adventure, Indie","Action, Adventure, Indie, FPS, Alternate History, World War I, Shooter, First-Person"
1359520,ENCODE,Flyleap Studios,Flyleap Studios,21,20,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Adventure, Indie, RPG","Dystopian , Cyberpunk, Open World, Story Rich, Political, Shooter, Atmospheric, Character Action Game, Driving, Interactive Fiction, Military, Post-apocalyptic, First-Person, Philosophical, Indie, Politics, Realistic, Adventure, Cinematic, Faith"
426560,Full Tilt Poker,Rational Social Projects Limited,Rational Social Projects Limited,41,50,0,"50,000 .. 100,000",15,0,15,0,0,0,0,0,"English, French, Italian, German, Spanish - Spain, Danish, Hungarian, Dutch, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Finnish, Swedish, Turkish, Czech, Greek, Bulgarian, Russian, Ukrainian, Japanese, Simplified Chinese, Traditional Chinese, Korean","Casual, Free to Play, Massively Multiplayer, Sports, Strategy","Free to Play, Massively Multiplayer, Sports, Casual, Strategy, Gambling, Card Game"
358220,Mystic Towers,Animation F/X,3D Realms (Apogee Software),30,12,0,"50,000 .. 100,000",0,0,0,0,99,499,80,0,English,"Action, Adventure","Action, Adventure, Retro, Isometric"
348700,Walkover,Millenium Project Enterprises,Millenium Project Enterprises,79,51,0,"50,000 .. 100,000",1,0,1,0,0,0,0,0,English,"Action, Free to Play, Indie","Free to Play, Action, Indie, Multiplayer, Aliens, Survival"
1452180,Still Light,Renovate Software LTD,Renovate Software LTD,19,34,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Adventure, Free to Play","Action, Adventure, Exploration, Horror, FPS, 3D, Cinematic, First-Person, Atmospheric, Dark, Psychological Horror, Multiple Endings, Physics, Co-op, Multiplayer, Online Co-Op, Singleplayer, Co-op Campaign, Free to Play"
650720,SlipDrive,Kinsei Games,Kinsei Games,1,3,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0,English,"Action, Casual, Indie","Flight, Sci-fi, Space, Indie, Arcade, Cartoony, Survival, Futuristic, VR, Singleplayer, Action, Third Person, Casual, Retro, Linear, Soundtrack, Abstract, Minimalist, Stylized, Time Travel"
636400,CUBOTS The Origins,Street Lamp Games,Street Lamp Games,34,14,0,"50,000 .. 100,000",254,0,256,0,299,299,0,0,English,"Adventure, Casual, Indie","Indie, Adventure, Casual, Family Friendly, Puzzle, Action, Atmospheric, Singleplayer, Great Soundtrack, Action-Adventure, Music, Exploration, Cute, Isometric, Cartoony"
202860,Real Warfare 2: Northern Crusades,Unicorn Games Studio,Fulqrum Publishing,48,60,0,"50,000 .. 100,000",121,0,121,0,99,499,80,0,"English, Russian, Italian, Spanish - Spain",Strategy,"Strategy, Medieval, RTS, Historical"
205530,Gratuitous Tank Battles,Positech Games,Positech Games,51,49,0,"50,000 .. 100,000",376,0,376,0,299,999,70,0,English,"Indie, Simulation, Strategy","Strategy, Indie, Simulation, Tower Defense, Tanks"
341780,Chronicles of a Dark Lord: Episode II War of The Abyss,Kisareth Studios,Kisareth Studios,33,20,0,"50,000 .. 100,000",393,0,462,0,0,0,0,0,English,"Indie, RPG","RPG, Indie, RPGMaker, Turn-Based, Villain Protagonist, Adventure, Singleplayer, 2D, Retro, Great Soundtrack, Turn-Based Combat, Dark, JRPG, Story Rich, Party-Based RPG, Fantasy, Episodic, Mature, Dark Humor, Dark Fantasy"
2206720,Lab Inspect,8BITLAB,RAMRISK,12,0,0,"50,000 .. 100,000",0,0,0,0,59,99,40,0,English,Indie,"Runner, Difficult, Perma Death, 2D Fighter, Action RPG, 2D, Gun Customization, Casual, Science, Indie, Sci-fi, Zombies, Singleplayer"
1372260,Watch Your Helmet,Johann Stoltz,Johann Stoltz,0,1,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,"Racing, Simulation","Space Sim, Experimental, 2.5D, Space, Realistic, Jet, 2D, Flight, Loot, Cats, Simulation, Side Scroller, Sci-fi, Racing, Physics, Education, Stylized, Modern, Singleplayer"
1354080,The Horrors at Castle Wülhein,Alex Ryan,Alex Ryan,1,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Adventure, Casual, Indie","Horror, Mystery, Detective, Interactive Fiction, Text-Based, Choose Your Own Adventure, Multiple Endings, Atmospheric, Dark, Indie, Casual, Adventure, Historical, Singleplayer"
1175720,Gerritory,"Party Goose, Digital Crafter","Digital Crafter, Light of Creators",12,1,0,"50,000 .. 100,000",0,0,0,0,479,799,40,0,"English, Simplified Chinese, Traditional Chinese, Japanese","Action, Casual, Indie, Massively Multiplayer, Strategy","Multiplayer, Local Multiplayer, PvP, Casual, Grid-Based Movement, Colorful, Cute, Minimalist, MOBA, Funny, Strategy, Competitive, Family Friendly, Isometric, 4 Player Local, Massively Multiplayer, Abstract, 3D Vision, Puzzle, God Game"
1562440,SunSenSim,studeii,studeii.us,1,0,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Casual, Indie, Racing","Fast-Paced, Beat 'em up, Shoot 'Em Up, Flight, Arcade, Shooter, Top-Down, 2D, Psychedelic, Bullet Hell, Singleplayer, Racing, Space, Parkour, Open World, PvE, Survival, Combat, Superhero, Physics"
1503350,Cyberpunch,Dirty Pixel Art,Indie Games Publisher,4,2,0,"50,000 .. 100,000",0,0,0,0,249,2499,90,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Portuguese - Portugal","Action, Adventure, Indie","Action, Adventure, Arcade, Character Action Game, Fighting, 2D Fighter, Beat 'em up, 2.5D, 2D, Comic Book, Pixel Graphics, 1980s, 1990's, Cyberpunk, Dystopian , Futuristic, Medieval, Old School, Post-apocalyptic, Space"
1129110,Magistrangers,Ilya Razinkov,Gamerotor,5,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Russian",Adventure,"Adventure, Visual Novel, Free to Play"
1389510,Souls Lore,"Gotcha Gotcha Games, 道楽, KADOKAWA",Gotcha Gotcha Games,5,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Japanese","Free to Play, RPG","RPG, Action RPG, JRPG, 2D, Fantasy, Free to Play, Turn-Based Tactics, Singleplayer, RPGMaker"
491580,Mahjong Destiny,EnsenaSoft,EnsenaSoft,62,50,0,"50,000 .. 100,000",230,0,235,0,99,199,50,0,English,Casual,"Casual, Mahjong, Puzzle, Board Game"
878570,Cryptochain,Bullid Games,Bullid Games,7,9,0,"50,000 .. 100,000",0,0,0,0,49,199,75,0,English,"Casual, Indie","Indie, Casual"
424000,Project Pulsation,VGstudio,VGstudio,70,100,0,"50,000 .. 100,000",359,0,399,0,49,499,90,0,"English, Russian","Action, Adventure","Action, Adventure, FPS, Horror"
2091840,Planetary Defense: An Orbital Turret Defense System,SODEC Games,SODEC Games,2,0,0,"50,000 .. 100,000",0,0,0,0,139,199,30,0,English,"Action, Indie, Strategy","Action, Tower Defense, Top-Down Shooter, Space, Shooter, Strategy, Pixel Graphics, 2D, Hand-drawn, Top-Down, Bullet Hell, Aliens, Sci-fi, Survival, Combat, Crafting, PvE, Score Attack, Singleplayer, Indie"
1381770,フォーチュンサモナーズ -アルチェの精霊石-,Lizsoft,Lizsoft,28,8,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,0,Japanese,"Action, Indie, RPG","Action, RPG, Action RPG, Party-Based RPG, Fighting, 2D Fighter, JRPG, Side Scroller, Beat 'em up, 2D, Cute, Pixel Graphics, Fantasy, Retro, Medieval, Swordplay, Story Rich, Magic, Tutorial, Singleplayer"
1273390,Baby Shark VR Dancing,VAR LIVE International Ltd,VAR LIVE International Ltd,22,11,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Simplified Chinese, Traditional Chinese","Action, Adventure, Casual","VR, Cartoon, Family Friendly, Casual, Education, Cute, Action, Singleplayer, Story Rich, First-Person, Cartoony, Great Soundtrack, Cold War, LGBTQ+, War, FPS, Blood"
888690,Guess who ?,Easy game,Game for people,56,42,0,"50,000 .. 100,000",0,0,0,0,28,99,72,0,English,"Action, Casual, Indie","Indie, Casual, Action"
1296720,欢乐消消乐,赣州怡玩文化传媒有限公司,赣州怡玩文化传媒有限公司,4,5,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Simplified Chinese","Casual, Indie","Indie, Casual, Magic, 2D Platformer, Logic"
591990,Cosmic Awakening VR,3D Generation,3D Generation,17,9,0,"50,000 .. 100,000",0,0,0,0,1199,1199,0,0,English,"Adventure, Indie","Horror, Exploration, VR, Sci-fi, Psychological Horror, Atmospheric, Aliens, Dark, Space, Demons, Investigation, Survival, Lovecraftian, Adventure, Supernatural, Conspiracy, Survival Horror, Walking Simulator, Violent, Gore"
1542330,Assimilation X,AvrillionArts,AvrillionArts,1,0,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0,English,"Action, Adventure, Casual","Action, Action-Adventure, Platformer, 3D Platformer, Sci-fi, Colorful, Cyberpunk, Parkour, Futuristic, Dark, 3D, Precision Platformer, First-Person, Surreal, Exploration, Psychedelic, Realistic, Atmospheric, Mystery, Linear"
